id,round,value
cos_5134835757745603909,17,-0.0014163
cos_5134835757745603909,18,0.0019067
cos_5134835757745603909,19,-0.0011743
cos_5134835757745603909,20,9.2426e-05
cos_5134835757745603909,21,0.00063347
cos_5134835757745603909,22,-0.00039246
cos_5134835757745603909,23,0.00063076
cos_5134835757745603909,24,0.0013422
cos_5134835757745603909,25,-0.00058172
cos_5134835757745603909,26,0.0012489
cos_5134835757745603909,27,-0.0002769
cos_5134835757745603909,28,-0.00028048
cos_5134835757745603909,29,-0.00016689
cos_5134835757745603909,30,-0.0016038
cos_8764598630957851447,1,1.0
cos_8764598630957851447,2,-0.0020721
cos_8764598630957851447,3,0.0016118
cos_8764598630957851447,4,-3.1836e-05
cos_8764598630957851447,5,-0.00053152
cos_8764598630957851447,6,0.0015225
cos_8764598630957851447,7,-7.3281e-05
cos_8764598630957851447,8,0.00037666
cos_8764598630957851447,9,0.00076557
cos_8764598630957851447,10,0.00079098
cos_8764598630957851447,11,0.00043369
cos_8764598630957851447,12,-0.00067308
cos_8764598630957851447,13,-4.7915e-05
cos_8764598630957851447,14,0.00035386
cos_8764598630957851447,15,-0.00070345
cos_8764598630957851447,16,0.0019596
cos_8764598630957851447,17,0.0024647
cos_8764598630957851447,18,-0.0003366
cos_8764598630957851447,19,0.00087931
cos_8764598630957851447,20,-0.00031514
cos_8764598630957851447,21,0.00081995
cos_8764598630957851447,22,0.00081939
cos_8764598630957851447,23,0.0020284
cos_8764598630957851447,24,-9.322e-05
cos_8764598630957851447,25,0.0024776
cos_8764598630957851447,26,0.0023154
cos_8764598630957851447,27,0.0027575
cos_8764598630957851447,28,3.2731e-05
cos_8764598630957851447,29,-0.0015428
cos_8764598630957851447,30,-0.001607
cos_8867914151181177629,1,1.0
cos_8867914151181177629,2,-0.0010362
cos_8867914151181177629,3,0.00029791
cos_8867914151181177629,4,0.001638
cos_8867914151181177629,5,-0.00039917
cos_8867914151181177629,6,-0.0016135
cos_8867914151181177629,7,0.0015356
cos_8867914151181177629,8,-0.00082782
cos_8867914151181177629,9,-0.00063693
cos_8867914151181177629,10,-0.0015906
cos_8867914151181177629,11,-0.0026737
cos_8867914151181177629,12,-0.00091645
cos_8867914151181177629,13,0.00029027
cos_8867914151181177629,14,0.00044094
cos_8867914151181177629,15,0.0016706
cos_8867914151181177629,16,-0.0001196
cos_8867914151181177629,17,0.00035506
cos_8867914151181177629,18,-7.1037e-06
cos_8867914151181177629,19,0.00096587
cos_8867914151181177629,20,-0.0016627
cos_8867914151181177629,21,-0.00015725
cos_8867914151181177629,22,0.00088452
cos_8867914151181177629,23,-0.00011805
cos_8867914151181177629,24,0.0018851
cos_8867914151181177629,25,0.00031328
cos_8867914151181177629,26,4.8451e-05
cos_8867914151181177629,27,0.0018308
cos_8867914151181177629,28,-0.00066643
cos_8867914151181177629,29,0.0017306
cos_8867914151181177629,30,0.00022604
